zone_code,date,predicted_heat_risk_class,top_factor_1,top_factor_1_label,top_factor_1_value,top_factor_1_reason,top_factor_2,top_factor_2_label,top_factor_2_value,top_factor_2_reason,top_factor_3,top_factor_3_label,top_factor_3_value,top_factor_3_reason,explanation_text,honesty_note
NSR-GRID-144,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,64170.53497635458,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4577.472345835981,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0013865025337654,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-145,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,48908.31417403344,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3378.1900826446285,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-146,2025-10-23,low,built_surface_mean,Built Environment Density,3617.1388005933454,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,ndbi_mean,Impervious Building Footprint,0.0425743134655824,high concrete/brick index absorbs solar heat,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-147,2025-10-23,low,built_surface_mean,Built Environment Density,3675.006144067797,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,ndbi_mean,Impervious Building Footprint,0.0385843802111991,high concrete/brick index absorbs solar heat,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-148,2025-10-23,low,built_surface_mean,Built Environment Density,2847.140042372881,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,ndbi_mean,Impervious Building Footprint,0.0220580215117237,high concrete/brick index absorbs solar heat,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-149,2025-10-23,low,built_surface_mean,Built Environment Density,3922.67069294342,high built-up density traps thermal energy,road_density_m_per_km2,Paved Road Exposure,3742.45793356521,dense paved roads generate sensible heat,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and dense paved roads generate sensible heat. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-150,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,10803.609141397685,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,2353.986649713922,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-151,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,16002.13977083625,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,98.27966976264187,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-152,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,24541.01042102818,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3402.1373546511627,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-153,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,28456.935101921,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4276.533704390848,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-154,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,24194.820131898312,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4292.994226804126,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0258789885447418,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-155,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,27989.541876005864,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4367.681368507832,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0138637438632545,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-156,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,29057.08075198714,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4114.499072356215,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.022644114976649,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-157,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,20859.6213478974,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3878.194765045343,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-158,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,27410.168941018725,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4312.3159521846665,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-159,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,28124.40081360537,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4316.911321922046,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0359424355607748,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-160,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,36911.20372677161,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4269.007630439266,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0135049175514997,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-161,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,23940.284696353086,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3389.4563827593324,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-162,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,17804.690144898766,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,2447.4016494845364,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-163,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,27986.59433050285,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3208.920824742268,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0018484991817672,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-164,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,24394.386276615624,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3814.490002061432,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0041591231589763,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-165,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,67728.43497225751,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4411.474237427865,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-166,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,46403.05674804534,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3816.902268041238,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-167,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,4451.929119926126,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3936.366185567012,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-168,2025-10-23,low,built_surface_mean,Built Environment Density,3875.707422680413,high built-up density traps thermal energy,road_density_m_per_km2,Paved Road Exposure,1364.280461858251,dense paved roads generate sensible heat,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and dense paved roads generate sensible heat. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-169,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,11701.865454245664,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,2881.758194186767,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-170,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,8130.394070016035,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,2152.167765869745,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-171,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,8634.99680656623,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,489.2999381570811,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-172,2025-10-23,low,built_surface_mean,Built Environment Density,47.99999999999999,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,ndbi_mean,Impervious Building Footprint,0.0806887840423867,high concrete/brick index absorbs solar heat,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-173,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,7634.2138847970145,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,245.8716387620497,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-174,2025-10-23,low,built_surface_mean,Built Environment Density,3306.10628742515,high built-up density traps thermal energy,road_density_m_per_km2,Paved Road Exposure,2905.5678383543523,dense paved roads generate sensible heat,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and dense paved roads generate sensible heat. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-175,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,27116.539997844964,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4004.294828317082,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0078658719142102,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-176,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,20323.9575353406,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4029.709684255139,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0025337608224029,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-177,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,27834.407554883288,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3807.591140313692,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0074979746225186,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-178,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,25359.20528102236,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4038.576515472657,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-179,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,25897.822198371407,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3946.596948506039,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0143271668820424,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-180,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,21974.615588072167,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4125.006991525424,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0041595000625284,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-181,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,27161.609717325548,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3901.90681914443,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0004621666736142,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-182,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,26493.86033658748,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4226.9286016949145,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-183,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,24617.717126783664,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3833.288832379741,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0087811667986711,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-184,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,24872.28986655693,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3791.6401780038136,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0060081667569855,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-185,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,18158.57163040481,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3020.1015045560493,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-186,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,28596.997767743705,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4129.981351981352,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-187,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,41711.03518043706,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4528.655084745763,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-188,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,33338.898939640545,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4490.558262711864,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-189,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,47464.60870353786,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4186.853420885405,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0004621666736142,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-190,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,32995.99422796046,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3266.4879237288133,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-191,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,29604.98191930357,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,1984.7010593220343,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-192,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,4912.27823557307,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,345.40856113583385,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-193,2025-10-23,medium,built_surface_mean,Built Environment Density,4220.4324324324325,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,104.8448637316562,low elevation traps warm air masses,"This zone is estimated as medium heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
