zone_code,event_id,predicted_score,predicted_risk_class,top_factor_1,top_factor_1_value,top_factor_1_reason,top_factor_2,top_factor_2_value,top_factor_2_reason,top_factor_3,top_factor_3_value,top_factor_3_reason,explanation_text,honesty_note
NSR-GRID-023,evt_0765,0.2778882336048232,low,elevation_mean,149.56,Associated local environmental feature increases relative weather risk.,slope_mean,2.906627311706542,Associated local environmental feature increases relative weather risk.,rain_6h_mm,5.9,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (149.56) which associated local environmental feature increases relative weather risk, 2) slope_mean (2.91) which associated local environmental feature increases relative weather risk, and 3) rain_6h_mm (5.90) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-024,evt_0765,0.5691306668200649,medium,built_surface_mean,3902.48866446826,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,5.82237012742348,Associated local environmental feature increases relative weather risk.,elevation_mean,54.73643512023234,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3902.49) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (5.82) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (54.74) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-025,evt_0765,0.5651242157470121,medium,built_surface_mean,3728.202432488146,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,5.263891018261135,Associated local environmental feature increases relative weather risk.,elevation_mean,57.0630976079366,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3728.20) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (5.26) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (57.06) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-026,evt_0765,0.4871053389990711,medium,built_surface_mean,2655.42412371134,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,5.262632443830136,Associated local environmental feature increases relative weather risk.,elevation_mean,64.10467771398751,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (2655.42) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (5.26) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (64.10) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-027,evt_0765,0.5803812518483509,medium,built_surface_mean,4037.213358070501,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,5.075151479412649,Associated local environmental feature increases relative weather risk.,elevation_mean,67.59576168879904,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (4037.21) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (5.08) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (67.60) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-028,evt_0765,0.5201794063692812,medium,built_surface_mean,4162.111592409241,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,8.300377388287865,Associated local environmental feature increases relative weather risk.,elevation_mean,82.94008419541177,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (4162.11) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (8.30) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (82.94) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-029,evt_0765,0.5134466848677163,medium,built_surface_mean,3624.8972984120433,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,6.556711088080495,Associated local environmental feature increases relative weather risk.,elevation_mean,83.85653705636742,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3624.90) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (6.56) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (83.86) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-030,evt_0765,0.5193847637185587,medium,built_surface_mean,3616.79587628866,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,5.9248855498518616,Associated local environmental feature increases relative weather risk.,elevation_mean,89.17781983098968,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3616.80) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (5.92) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (89.18) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-031,evt_0765,0.42340152108376555,medium,slope_mean,6.77492849813703,Associated local environmental feature increases relative weather risk.,built_surface_mean,2433.150484436199,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,91.1561204842868,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) slope_mean (6.77) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (2433.15) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) elevation_mean (91.16) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-032,evt_0765,0.5536551643101083,medium,built_surface_mean,3559.84948453608,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,92.98708246346555,Associated local environmental feature increases relative weather risk.,slope_mean,3.5386888599937047,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3559.85) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (92.99) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.54) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-033,evt_0765,0.3240405346849303,low,elevation_mean,131.00758415970773,Associated local environmental feature increases relative weather risk.,slope_mean,4.049539985441426,Associated local environmental feature increases relative weather risk.,rain_6h_mm,5.9,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (131.01) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.05) which associated local environmental feature increases relative weather risk, and 3) rain_6h_mm (5.90) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-034,evt_0765,0.394252748003576,medium,elevation_mean,138.16932036934327,Associated local environmental feature increases relative weather risk.,built_surface_mean,1759.1361386138617,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,3.5704885982639443,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) elevation_mean (138.17) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (1759.14) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) slope_mean (3.57) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-035,evt_0765,0.3451091294371677,medium,elevation_mean,144.4608882942272,Associated local environmental feature increases relative weather risk.,slope_mean,3.4329111530155805,Associated local environmental feature increases relative weather risk.,built_surface_mean,1071.2575257731958,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) elevation_mean (144.46) which associated local environmental feature increases relative weather risk, 2) slope_mean (3.43) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (1071.26) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-036,evt_0765,0.3115099363773379,low,elevation_mean,148.57760307933194,Associated local environmental feature increases relative weather risk.,slope_mean,4.1526325813461575,Associated local environmental feature increases relative weather risk.,rain_6h_mm,5.9,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (148.58) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.15) which associated local environmental feature increases relative weather risk, and 3) rain_6h_mm (5.90) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-037,evt_0765,0.3781964489639085,medium,elevation_mean,154.23142680022207,Associated local environmental feature increases relative weather risk.,built_surface_mean,1711.268508970922,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,3.537263895521012,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) elevation_mean (154.23) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (1711.27) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) slope_mean (3.54) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-038,evt_0765,0.43918862144502435,medium,elevation_mean,128.23993497964003,Associated local environmental feature increases relative weather risk.,built_surface_mean,2221.015336787564,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,3.248239713518514,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) elevation_mean (128.24) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (2221.02) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) slope_mean (3.25) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-039,evt_0765,0.51652891653381,medium,built_surface_mean,3059.1661415668977,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,97.21660619778322,Associated local environmental feature increases relative weather risk.,slope_mean,3.5338757979613127,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3059.17) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (97.22) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.53) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-040,evt_0765,0.43283134619879204,medium,elevation_mean,123.74653158563548,Associated local environmental feature increases relative weather risk.,built_surface_mean,2222.904604538445,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,3.840029271192181,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) elevation_mean (123.75) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (2222.90) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) slope_mean (3.84) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-041,evt_0765,0.5597643243385519,medium,built_surface_mean,3928.723919625653,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,6.575945836628302,Associated local environmental feature increases relative weather risk.,elevation_mean,52.45725853849669,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3928.72) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (6.58) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (52.46) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-042,evt_0765,0.3335834340106129,medium,elevation_mean,157.71091707913902,Associated local environmental feature increases relative weather risk.,slope_mean,4.5918687695285,Associated local environmental feature increases relative weather risk.,built_surface_mean,1362.4311840562723,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) elevation_mean (157.71) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.59) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (1362.43) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-043,evt_0765,0.46905271303747553,medium,built_surface_mean,2488.734235322542,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,101.21385979665152,Associated local environmental feature increases relative weather risk.,slope_mean,3.867376844601231,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (2488.73) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (101.21) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.87) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-044,evt_0765,0.5692477709659229,medium,built_surface_mean,4015.499252988048,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,120.15215591991162,Associated local environmental feature increases relative weather risk.,slope_mean,3.098189946883637,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (4015.50) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (120.15) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.10) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-045,evt_0765,0.3012133311848274,low,elevation_mean,175.1356917455572,Associated local environmental feature increases relative weather risk.,slope_mean,3.742513504817901,Associated local environmental feature increases relative weather risk.,rain_6h_mm,5.9,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (175.14) which associated local environmental feature increases relative weather risk, 2) slope_mean (3.74) which associated local environmental feature increases relative weather risk, and 3) rain_6h_mm (5.90) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-046,evt_0765,0.47703903416610005,medium,built_surface_mean,2642.0817645406005,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,107.52744709730534,Associated local environmental feature increases relative weather risk.,slope_mean,3.697098284195188,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (2642.08) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (107.53) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.70) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-047,evt_0765,0.2718944240205543,low,elevation_mean,164.36545217304015,Associated local environmental feature increases relative weather risk.,slope_mean,2.826420348633798,Associated local environmental feature increases relative weather risk.,rain_6h_mm,5.9,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (164.37) which associated local environmental feature increases relative weather risk, 2) slope_mean (2.83) which associated local environmental feature increases relative weather risk, and 3) rain_6h_mm (5.90) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-048,evt_0765,0.4716300915660421,medium,built_surface_mean,2736.8980707395503,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,117.1848114846224,Associated local environmental feature increases relative weather risk.,slope_mean,3.9124291986775135,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (2736.90) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (117.18) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.91) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-049,evt_0765,0.27012616368139764,low,elevation_mean,170.70776360349348,Associated local environmental feature increases relative weather risk.,slope_mean,3.623902140508936,Associated local environmental feature increases relative weather risk.,rain_6h_mm,5.9,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (170.71) which associated local environmental feature increases relative weather risk, 2) slope_mean (3.62) which associated local environmental feature increases relative weather risk, and 3) rain_6h_mm (5.90) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-050,evt_0765,0.5003404387410499,medium,built_surface_mean,2900.3167107001323,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,113.23877186531492,Associated local environmental feature increases relative weather risk.,slope_mean,3.078689933233342,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (2900.32) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (113.24) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.08) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-051,evt_0765,0.24154525532134186,low,elevation_mean,181.219905155642,Associated local environmental feature increases relative weather risk.,slope_mean,4.186452960849157,Associated local environmental feature increases relative weather risk.,rain_6h_mm,5.9,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (181.22) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.19) which associated local environmental feature increases relative weather risk, and 3) rain_6h_mm (5.90) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-052,evt_0765,0.5321957920949061,medium,built_surface_mean,3771.184901531728,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,7.271142352473799,Associated local environmental feature increases relative weather risk.,elevation_mean,58.373669166079786,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3771.18) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (7.27) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (58.37) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-053,evt_0765,0.2332468591851923,low,elevation_mean,178.5236802711018,Associated local environmental feature increases relative weather risk.,slope_mean,4.235106712689645,Associated local environmental feature increases relative weather risk.,rain_6h_mm,5.9,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (178.52) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.24) which associated local environmental feature increases relative weather risk, and 3) rain_6h_mm (5.90) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-054,evt_0765,0.5709757137789014,medium,built_surface_mean,4043.4755244755247,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,5.934802003030523,Associated local environmental feature increases relative weather risk.,elevation_mean,61.55752226826324,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (4043.48) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (5.93) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (61.56) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-055,evt_0765,0.47105116991579643,medium,slope_mean,8.832181344334337,Associated local environmental feature increases relative weather risk.,built_surface_mean,3357.04810341174,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,65.89667776254812,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) slope_mean (8.83) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (3357.05) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) elevation_mean (65.90) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-056,evt_0765,0.4953887474043365,medium,built_surface_mean,2892.4255138800595,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,5.641054996485684,Associated local environmental feature increases relative weather risk.,elevation_mean,65.43973447286011,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (2892.43) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (5.64) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (65.44) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-057,evt_0765,0.5491878667519936,medium,built_surface_mean,3468.396906124178,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,4.511613230744507,Associated local environmental feature increases relative weather risk.,elevation_mean,70.80801983751509,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3468.40) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (4.51) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (70.81) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-058,evt_0765,0.524879102972228,medium,built_surface_mean,3672.891101694916,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,6.181695803876379,Associated local environmental feature increases relative weather risk.,elevation_mean,81.80011095881467,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3672.89) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (6.18) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (81.80) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-059,evt_0765,0.46737777617091003,medium,slope_mean,7.993870894434332,Associated local environmental feature increases relative weather risk.,built_surface_mean,3353.898728813559,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,87.41680258350722,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) slope_mean (7.99) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (3353.90) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) elevation_mean (87.42) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-060,evt_0765,0.5397568569431015,medium,built_surface_mean,4080.953813559322,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,6.30996081437807,Associated local environmental feature increases relative weather risk.,elevation_mean,94.19941923064373,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (4080.95) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) slope_mean (6.31) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (94.20) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-061,evt_0765,0.3307710930124147,medium,slope_mean,6.341916801909671,Associated local environmental feature increases relative weather risk.,elevation_mean,101.01958096729976,Associated local environmental feature increases relative weather risk.,built_surface_mean,1067.032422123331,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) slope_mean (6.34) which associated local environmental feature increases relative weather risk, 2) elevation_mean (101.02) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (1067.03) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-062,evt_0765,0.4176812432101169,medium,slope_mean,5.377619796073825,Associated local environmental feature increases relative weather risk.,built_surface_mean,2090.202797202797,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,99.34288556889352,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) slope_mean (5.38) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (2090.20) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) elevation_mean (99.34) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-063,evt_0765,0.4135270863128881,medium,elevation_mean,103.97424059512542,Associated local environmental feature increases relative weather risk.,slope_mean,3.993237091595012,Associated local environmental feature increases relative weather risk.,built_surface_mean,1729.973087518542,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) elevation_mean (103.97) which associated local environmental feature increases relative weather risk, 2) slope_mean (3.99) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (1729.97) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-064,evt_0765,0.40722483975271473,medium,slope_mean,5.623998552305984,Associated local environmental feature increases relative weather risk.,elevation_mean,110.62200574375034,Associated local environmental feature increases relative weather risk.,built_surface_mean,2138.104872881356,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) slope_mean (5.62) which associated local environmental feature increases relative weather risk, 2) elevation_mean (110.62) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (2138.10) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-065,evt_0765,0.535586497047622,medium,built_surface_mean,3902.349936413734,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,116.47473577766168,Associated local environmental feature increases relative weather risk.,slope_mean,4.781307133695296,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3902.35) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (116.47) which associated local environmental feature increases relative weather risk, and 3) slope_mean (4.78) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
